
Host: asax029.asc.edu

Timers On : Tue Dec  3 15:12:11 2024
Timers Off: Tue Dec  3 15:12:36 2024

Wall Time:       24.96 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
HF: Form C                          :      0.083u      0.167s      0.161w     20 calls
trans_ints                          :      0.067u      0.100s      0.098w      1 calls
Trans (OV|OV)                       :      0.067u      0.100s      0.089w      1 calls
Sort chem -> phys                   :      0.000u      0.000s      0.000w      1 calls
Sort (OV|OV) -> <OO|VV>             :      0.000u      0.000s      0.000w      1 calls
Trans OEI                           :      0.000u      0.000s      0.002w      1 calls
Build Denominators                  :      0.000u      0.000s      0.000w      1 calls
T2(1)                               :      0.017u      0.033s      0.020w      1 calls
MP2 Energy                          :      0.000u      0.017s      0.016w      1 calls

--------------------------------------------------------------------------------------
Total PK formation time             :      0.067u      0.000s      0.051w      2 calls
| Libint2ERI::Libint2ERI            :      0.033u      0.000s      0.015w      4 calls
HF: Form core H                     :      0.000u      0.083s      0.073w      2 calls
HF: Form S/X                        :      0.033u      0.000s      0.002w      2 calls
HF: Guess                           :      0.133u      0.217s      0.214w      2 calls
| SAD Guess                         :      0.133u      0.217s      0.212w      2 calls
HF: Form G                          :      0.000u      0.000s      0.004w     22 calls
| JK: D                             :      0.000u      0.000s      0.002w     22 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     22 calls
| JK: JK                            :      0.000u      0.000s      0.001w     22 calls
| | PK computes JK                  :      0.000u      0.000s      0.001w     22 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     22 calls
HF: Form F                          :      0.000u      0.083s      0.028w     22 calls
HF: Form D                          :      0.000u      0.000s      0.002w     22 calls
HF: DIIS                            :      0.617u      0.233s      0.531w     20 calls
HF: Form C                          :      0.083u      0.167s      0.161w     20 calls
Libint2ERI::Libint2ERI              :      0.050u      0.000s      0.011w      3 calls
trans_ints                          :      0.067u      0.100s      0.098w      1 calls
| Trans (OV|OV)                     :      0.067u      0.100s      0.089w      1 calls
| Sort chem -> phys                 :      0.000u      0.000s      0.000w      1 calls
| | Sort (OV|OV) -> <OO|VV>         :      0.000u      0.000s      0.000w      1 calls
| Trans OEI                         :      0.000u      0.000s      0.002w      1 calls
| Build Denominators                :      0.000u      0.000s      0.000w      1 calls
T2(1)                               :      0.017u      0.033s      0.020w      1 calls
MP2 Energy                          :      0.000u      0.017s      0.016w      1 calls

**************************************************************************************

Host: asax030.asc.edu

Timers On : Wed Dec  4 13:59:52 2024
Timers Off: Wed Dec  4 15:18:48 2024

Wall Time:     4735.51 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :   1010.967u     31.633s    627.689w      2 calls
Libint2ERI::Libint2ERI              :      3.117u      0.083s      1.419w      6 calls
HF: Form core H                     :      0.117u      0.000s      0.452w      2 calls
HF: Form S/X                        :      0.433u      0.017s      0.068w      2 calls
HF: Guess                           :      1.617u      0.050s      0.251w      2 calls
SAD Guess                           :      1.583u      0.050s      0.245w      2 calls
HF: Form G                          :    187.600u      0.583s     99.045w     24 calls
JK: D                               :      0.017u      0.000s      0.005w     24 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     24 calls
JK: JK                              :    187.533u      0.583s     99.030w     24 calls
PK computes JK                      :    187.500u      0.583s     99.026w     24 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     24 calls
HF: Form F                          :      0.033u      0.000s      0.004w     24 calls
HF: Form D                          :      0.033u      0.000s      0.004w     24 calls
HF: DIIS                            :      3.617u      0.367s      0.639w     22 calls
HF: Form C                          :      4.067u      0.017s      0.617w     22 calls
trans_ints                          :   1548.100u   2213.967s   1790.824w      1 calls
Trans (OV|OV)                       :   1546.883u   2213.317s   1790.281w      1 calls
Sort chem -> phys                   :      0.100u      0.400s      0.308w      1 calls
Sort (OV|OV) -> <OO|VV>             :      0.100u      0.400s      0.308w      1 calls
Trans OEI                           :      0.017u      0.000s      0.003w      1 calls
Build Denominators                  :      1.100u      0.250s      0.219w      1 calls
T2(1)                               :      3.083u      2.750s      1.963w      1 calls
MP2 Energy                          :      0.917u      0.550s      0.528w      1 calls

--------------------------------------------------------------------------------------
Total PK formation time             :   1010.967u     31.633s    627.689w      2 calls
| Libint2ERI::Libint2ERI            :      1.567u      0.067s      0.951w      4 calls
HF: Form core H                     :      0.117u      0.000s      0.452w      2 calls
HF: Form S/X                        :      0.433u      0.017s      0.068w      2 calls
HF: Guess                           :      1.617u      0.050s      0.251w      2 calls
| SAD Guess                         :      1.583u      0.050s      0.245w      2 calls
HF: Form G                          :    187.600u      0.583s     99.045w     24 calls
| JK: D                             :      0.017u      0.000s      0.005w     24 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     24 calls
| JK: JK                            :    187.533u      0.583s     99.030w     24 calls
| | PK computes JK                  :    187.500u      0.583s     99.026w     24 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     24 calls
HF: Form F                          :      0.033u      0.000s      0.004w     24 calls
HF: Form D                          :      0.033u      0.000s      0.004w     24 calls
HF: DIIS                            :      3.617u      0.367s      0.639w     22 calls
HF: Form C                          :      4.067u      0.017s      0.617w     22 calls
Libint2ERI::Libint2ERI              :      1.550u      0.017s      0.468w      2 calls
trans_ints                          :   1548.100u   2213.967s   1790.824w      1 calls
| Trans (OV|OV)                     :   1546.883u   2213.317s   1790.281w      1 calls
| Sort chem -> phys                 :      0.100u      0.400s      0.308w      1 calls
| | Sort (OV|OV) -> <OO|VV>         :      0.100u      0.400s      0.308w      1 calls
| Trans OEI                         :      0.017u      0.000s      0.003w      1 calls
| Build Denominators                :      1.100u      0.250s      0.219w      1 calls
T2(1)                               :      3.083u      2.750s      1.963w      1 calls
MP2 Energy                          :      0.917u      0.550s      0.528w      1 calls

**************************************************************************************

Host: asax030.asc.edu

Timers On : Wed Dec  4 15:18:56 2024
Timers Off: Wed Dec  4 15:19:17 2024

Wall Time:       20.91 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :      4.450u      0.117s      2.754w      2 calls
Libint2ERI::Libint2ERI              :      0.317u      0.033s      0.111w      6 calls
HF: Form core H                     :      0.017u      0.000s      0.023w      2 calls
HF: Form S/X                        :      0.017u      0.000s      0.004w      2 calls
HF: Guess                           :      0.983u      0.033s      0.155w      2 calls
SAD Guess                           :      0.967u      0.033s      0.153w      2 calls
HF: Form G                          :      2.500u      0.050s      0.385w     22 calls
JK: D                               :      0.000u      0.000s      0.000w     22 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     22 calls
JK: JK                              :      2.500u      0.050s      0.383w     22 calls
PK computes JK                      :      2.467u      0.050s      0.383w     22 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     22 calls
HF: Form F                          :      0.000u      0.000s      0.001w     22 calls
HF: Form D                          :      0.000u      0.000s      0.000w     22 calls
HF: DIIS                            :      1.933u      0.100s      0.942w     20 calls
HF: Form C                          :      0.217u      0.017s      0.037w     20 calls
trans_ints                          :      6.983u      0.633s      1.880w      1 calls
Trans (OV|OV)                       :      6.917u      0.617s      1.869w      1 calls
Sort chem -> phys                   :      0.017u      0.017s      0.002w      1 calls
Sort (OV|OV) -> <OO|VV>             :      0.017u      0.017s      0.002w      1 calls
Trans OEI                           :      0.000u      0.000s      0.000w      1 calls
Build Denominators                  :      0.000u      0.000s      0.001w      1 calls
T2(1)                               :      0.117u      0.000s      0.022w      1 calls
MP2 Energy                          :      0.167u      0.017s      0.037w      1 calls

--------------------------------------------------------------------------------------
Total PK formation time             :      4.450u      0.117s      2.754w      2 calls
| Libint2ERI::Libint2ERI            :      0.100u      0.033s      0.077w      4 calls
HF: Form core H                     :      0.017u      0.000s      0.023w      2 calls
HF: Form S/X                        :      0.017u      0.000s      0.004w      2 calls
HF: Guess                           :      0.983u      0.033s      0.155w      2 calls
| SAD Guess                         :      0.967u      0.033s      0.153w      2 calls
HF: Form G                          :      2.500u      0.050s      0.385w     22 calls
| JK: D                             :      0.000u      0.000s      0.000w     22 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     22 calls
| JK: JK                            :      2.500u      0.050s      0.383w     22 calls
| | PK computes JK                  :      2.467u      0.050s      0.383w     22 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     22 calls
HF: Form F                          :      0.000u      0.000s      0.001w     22 calls
HF: Form D                          :      0.000u      0.000s      0.000w     22 calls
HF: DIIS                            :      1.933u      0.100s      0.942w     20 calls
HF: Form C                          :      0.217u      0.017s      0.037w     20 calls
Libint2ERI::Libint2ERI              :      0.217u      0.000s      0.034w      2 calls
trans_ints                          :      6.983u      0.633s      1.880w      1 calls
| Trans (OV|OV)                     :      6.917u      0.617s      1.869w      1 calls
| Sort chem -> phys                 :      0.017u      0.017s      0.002w      1 calls
| | Sort (OV|OV) -> <OO|VV>         :      0.017u      0.017s      0.002w      1 calls
| Trans OEI                         :      0.000u      0.000s      0.000w      1 calls
| Build Denominators                :      0.000u      0.000s      0.001w      1 calls
T2(1)                               :      0.117u      0.000s      0.022w      1 calls
MP2 Energy                          :      0.167u      0.017s      0.037w      1 calls

**************************************************************************************

Host: asax027.asc.edu

Timers On : Wed Dec  4 15:11:25 2024
Timers Off: Wed Dec  4 15:32:13 2024

Wall Time:     1247.79 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :    165.867u      2.217s    101.387w      2 calls
Libint2ERI::Libint2ERI              :      1.617u      0.067s      0.734w      7 calls
HF: Form core H                     :      0.100u      0.000s      0.075w      2 calls
HF: Form S/X                        :      0.250u      0.000s      0.048w      2 calls
HF: Guess                           :      0.450u      0.017s      0.071w      2 calls
SAD Guess                           :      0.417u      0.017s      0.064w      2 calls
HF: Form G                          :     34.500u      0.417s      9.459w     20 calls
JK: D                               :      0.000u      0.000s      0.002w     20 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     20 calls
JK: JK                              :     34.483u      0.417s      9.453w     20 calls
PK computes JK                      :     34.483u      0.417s      9.452w     20 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     20 calls
HF: Form F                          :      0.000u      0.000s      0.001w     20 calls
HF: Form D                          :      0.000u      0.000s      0.002w     20 calls
HF: DIIS                            :      2.267u      0.200s      0.424w     18 calls
HF: Form C                          :      1.067u      0.000s      0.162w     18 calls
trans_ints                          :    141.767u     14.783s     51.121w      1 calls
Trans (OV|OV)                       :    141.017u     14.433s     50.851w      1 calls
Sort chem -> phys                   :      0.117u      0.217s      0.152w      1 calls
Sort (OV|OV) -> <OO|VV>             :      0.117u      0.217s      0.152w      1 calls
Trans OEI                           :      0.000u      0.000s      0.001w      1 calls
Build Denominators                  :      0.600u      0.117s      0.108w      1 calls
T2(1)                               :      2.250u      1.483s      1.045w      1 calls
MP2 Energy                          :      0.883u      0.300s      0.280w      1 calls

--------------------------------------------------------------------------------------
Total PK formation time             :    165.867u      2.217s    101.387w      2 calls
| Libint2ERI::Libint2ERI            :      0.483u      0.033s      0.506w      4 calls
HF: Form core H                     :      0.100u      0.000s      0.075w      2 calls
HF: Form S/X                        :      0.250u      0.000s      0.048w      2 calls
HF: Guess                           :      0.450u      0.017s      0.071w      2 calls
| SAD Guess                         :      0.417u      0.017s      0.064w      2 calls
HF: Form G                          :     34.500u      0.417s      9.459w     20 calls
| JK: D                             :      0.000u      0.000s      0.002w     20 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     20 calls
| JK: JK                            :     34.483u      0.417s      9.453w     20 calls
| | PK computes JK                  :     34.483u      0.417s      9.452w     20 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     20 calls
HF: Form F                          :      0.000u      0.000s      0.001w     20 calls
HF: Form D                          :      0.000u      0.000s      0.002w     20 calls
HF: DIIS                            :      2.267u      0.200s      0.424w     18 calls
HF: Form C                          :      1.067u      0.000s      0.162w     18 calls
Libint2ERI::Libint2ERI              :      1.133u      0.033s      0.228w      3 calls
trans_ints                          :    141.767u     14.783s     51.121w      1 calls
| Trans (OV|OV)                     :    141.017u     14.433s     50.851w      1 calls
| Sort chem -> phys                 :      0.117u      0.217s      0.152w      1 calls
| | Sort (OV|OV) -> <OO|VV>         :      0.117u      0.217s      0.152w      1 calls
| Trans OEI                         :      0.000u      0.000s      0.001w      1 calls
| Build Denominators                :      0.600u      0.117s      0.108w      1 calls
T2(1)                               :      2.250u      1.483s      1.045w      1 calls
MP2 Energy                          :      0.883u      0.300s      0.280w      1 calls

**************************************************************************************

Host: asax027.asc.edu

Timers On : Wed Dec  4 15:32:14 2024
Timers Off: Wed Dec  4 15:32:20 2024

Wall Time:        5.94 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :      0.650u      0.017s      0.403w      2 calls
Libint2ERI::Libint2ERI              :      0.183u      0.017s      0.060w      7 calls
HF: Form core H                     :      0.000u      0.000s      0.023w      2 calls
HF: Form S/X                        :      0.000u      0.000s      0.002w      2 calls
HF: Guess                           :      0.317u      0.000s      0.046w      2 calls
SAD Guess                           :      0.283u      0.000s      0.044w      2 calls
HF: Form G                          :      0.217u      0.000s      0.026w     18 calls
JK: D                               :      0.000u      0.000s      0.000w     18 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     18 calls
JK: JK                              :      0.217u      0.000s      0.025w     18 calls
PK computes JK                      :      0.217u      0.000s      0.025w     18 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     18 calls
HF: Form F                          :      0.000u      0.000s      0.000w     18 calls
HF: Form D                          :      0.000u      0.000s      0.000w     18 calls
HF: DIIS                            :      1.733u      0.083s      0.320w     16 calls
HF: Form C                          :      0.033u      0.000s      0.011w     16 calls
trans_ints                          :      1.100u      0.067s      0.194w      1 calls
Trans (OV|OV)                       :      1.050u      0.050s      0.184w      1 calls
Sort chem -> phys                   :      0.000u      0.000s      0.001w      1 calls
Sort (OV|OV) -> <OO|VV>             :      0.000u      0.000s      0.001w      1 calls
Trans OEI                           :      0.000u      0.000s      0.000w      1 calls
Build Denominators                  :      0.017u      0.000s      0.000w      1 calls
T2(1)                               :      0.083u      0.000s      0.018w      1 calls
MP2 Energy                          :      0.083u      0.000s      0.017w      1 calls

--------------------------------------------------------------------------------------
Total PK formation time             :      0.650u      0.017s      0.403w      2 calls
| Libint2ERI::Libint2ERI            :      0.050u      0.017s      0.035w      4 calls
HF: Form core H                     :      0.000u      0.000s      0.023w      2 calls
HF: Form S/X                        :      0.000u      0.000s      0.002w      2 calls
HF: Guess                           :      0.317u      0.000s      0.046w      2 calls
| SAD Guess                         :      0.283u      0.000s      0.044w      2 calls
HF: Form G                          :      0.217u      0.000s      0.026w     18 calls
| JK: D                             :      0.000u      0.000s      0.000w     18 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     18 calls
| JK: JK                            :      0.217u      0.000s      0.025w     18 calls
| | PK computes JK                  :      0.217u      0.000s      0.025w     18 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     18 calls
HF: Form F                          :      0.000u      0.000s      0.000w     18 calls
HF: Form D                          :      0.000u      0.000s      0.000w     18 calls
HF: DIIS                            :      1.733u      0.083s      0.320w     16 calls
HF: Form C                          :      0.033u      0.000s      0.011w     16 calls
Libint2ERI::Libint2ERI              :      0.133u      0.000s      0.024w      3 calls
trans_ints                          :      1.100u      0.067s      0.194w      1 calls
| Trans (OV|OV)                     :      1.050u      0.050s      0.184w      1 calls
| Sort chem -> phys                 :      0.000u      0.000s      0.001w      1 calls
| | Sort (OV|OV) -> <OO|VV>         :      0.000u      0.000s      0.001w      1 calls
| Trans OEI                         :      0.000u      0.000s      0.000w      1 calls
| Build Denominators                :      0.017u      0.000s      0.000w      1 calls
T2(1)                               :      0.083u      0.000s      0.018w      1 calls
MP2 Energy                          :      0.083u      0.000s      0.017w      1 calls

**************************************************************************************

Host: asax027.asc.edu

Timers On : Wed Dec  4 15:32:20 2024
Timers Off: Wed Dec  4 15:32:36 2024

Wall Time:       15.69 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :      2.167u      0.067s      1.321w      2 calls
Libint2ERI::Libint2ERI              :      0.200u      0.033s      0.082w      7 calls
HF: Form core H                     :      0.000u      0.000s      0.039w      2 calls
HF: Form S/X                        :      0.017u      0.000s      0.003w      2 calls
HF: Guess                           :      0.433u      0.017s      0.068w      2 calls
SAD Guess                           :      0.417u      0.017s      0.067w      2 calls
HF: Form G                          :      1.000u      0.033s      0.151w     24 calls
JK: D                               :      0.000u      0.000s      0.000w     24 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     24 calls
JK: JK                              :      0.983u      0.033s      0.150w     24 calls
PK computes JK                      :      0.983u      0.033s      0.149w     24 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     24 calls
HF: Form F                          :      0.000u      0.000s      0.000w     24 calls
HF: Form D                          :      0.017u      0.000s      0.000w     24 calls
HF: DIIS                            :      1.950u      0.067s      0.355w     22 calls
HF: Form C                          :      0.117u      0.000s      0.025w     22 calls
trans_ints                          :      3.600u      0.317s      0.744w      1 calls
Trans (OV|OV)                       :      3.533u      0.300s      0.730w      1 calls
Sort chem -> phys                   :      0.017u      0.017s      0.003w      1 calls
Sort (OV|OV) -> <OO|VV>             :      0.017u      0.017s      0.003w      1 calls
Trans OEI                           :      0.000u      0.000s      0.000w      1 calls
Build Denominators                  :      0.000u      0.000s      0.002w      1 calls
T2(1)                               :      0.167u      0.017s      0.033w      1 calls
MP2 Energy                          :      0.117u      0.017s      0.025w      1 calls

--------------------------------------------------------------------------------------
Total PK formation time             :      2.167u      0.067s      1.321w      2 calls
| Libint2ERI::Libint2ERI            :      0.067u      0.033s      0.049w      4 calls
HF: Form core H                     :      0.000u      0.000s      0.039w      2 calls
HF: Form S/X                        :      0.017u      0.000s      0.003w      2 calls
HF: Guess                           :      0.433u      0.017s      0.068w      2 calls
| SAD Guess                         :      0.417u      0.017s      0.067w      2 calls
HF: Form G                          :      1.000u      0.033s      0.151w     24 calls
| JK: D                             :      0.000u      0.000s      0.000w     24 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     24 calls
| JK: JK                            :      0.983u      0.033s      0.150w     24 calls
| | PK computes JK                  :      0.983u      0.033s      0.149w     24 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     24 calls
HF: Form F                          :      0.000u      0.000s      0.000w     24 calls
HF: Form D                          :      0.017u      0.000s      0.000w     24 calls
HF: DIIS                            :      1.950u      0.067s      0.355w     22 calls
HF: Form C                          :      0.117u      0.000s      0.025w     22 calls
Libint2ERI::Libint2ERI              :      0.133u      0.000s      0.033w      3 calls
trans_ints                          :      3.600u      0.317s      0.744w      1 calls
| Trans (OV|OV)                     :      3.533u      0.300s      0.730w      1 calls
| Sort chem -> phys                 :      0.017u      0.017s      0.003w      1 calls
| | Sort (OV|OV) -> <OO|VV>         :      0.017u      0.017s      0.003w      1 calls
| Trans OEI                         :      0.000u      0.000s      0.000w      1 calls
| Build Denominators                :      0.000u      0.000s      0.002w      1 calls
T2(1)                               :      0.167u      0.017s      0.033w      1 calls
MP2 Energy                          :      0.117u      0.017s      0.025w      1 calls

**************************************************************************************

Host: asax027.asc.edu

Timers On : Wed Dec  4 15:32:36 2024
Timers Off: Wed Dec  4 15:42:12 2024

Wall Time:      576.40 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :     86.667u      1.100s     52.811w      2 calls
Libint2ERI::Libint2ERI              :      1.117u      0.017s      0.384w      7 calls
HF: Form core H                     :      0.067u      0.000s      0.055w      2 calls
HF: Form S/X                        :      0.083u      0.000s      0.013w      2 calls
HF: Guess                           :      0.667u      0.033s      0.104w      2 calls
SAD Guess                           :      0.667u      0.033s      0.102w      2 calls
HF: Form G                          :     35.067u      0.650s      6.083w     26 calls
JK: D                               :      0.000u      0.000s      0.001w     26 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     26 calls
JK: JK                              :     35.017u      0.650s      6.077w     26 calls
PK computes JK                      :     35.017u      0.650s      6.077w     26 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     26 calls
HF: Form F                          :      0.000u      0.000s      0.001w     26 calls
HF: Form D                          :      0.000u      0.000s      0.001w     26 calls
HF: DIIS                            :      2.350u      0.133s      0.435w     24 calls
HF: Form C                          :      1.100u      0.000s      0.152w     24 calls
trans_ints                          :     78.300u      8.183s     31.130w      1 calls
Trans (OV|OV)                       :     77.500u      8.000s     30.979w      1 calls
Sort chem -> phys                   :      0.417u      0.117s      0.080w      1 calls
Sort (OV|OV) -> <OO|VV>             :      0.417u      0.117s      0.080w      1 calls
Trans OEI                           :      0.000u      0.000s      0.001w      1 calls
Build Denominators                  :      0.333u      0.067s      0.062w      1 calls
T2(1)                               :      1.717u      0.850s      0.600w      1 calls
MP2 Energy                          :      0.867u      0.183s      0.163w      1 calls

--------------------------------------------------------------------------------------
Total PK formation time             :     86.667u      1.100s     52.811w      2 calls
| Libint2ERI::Libint2ERI            :      0.350u      0.017s      0.222w      4 calls
HF: Form core H                     :      0.067u      0.000s      0.055w      2 calls
HF: Form S/X                        :      0.083u      0.000s      0.013w      2 calls
HF: Guess                           :      0.667u      0.033s      0.104w      2 calls
| SAD Guess                         :      0.667u      0.033s      0.102w      2 calls
HF: Form G                          :     35.067u      0.650s      6.083w     26 calls
| JK: D                             :      0.000u      0.000s      0.001w     26 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     26 calls
| JK: JK                            :     35.017u      0.650s      6.077w     26 calls
| | PK computes JK                  :     35.017u      0.650s      6.077w     26 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     26 calls
HF: Form F                          :      0.000u      0.000s      0.001w     26 calls
HF: Form D                          :      0.000u      0.000s      0.001w     26 calls
HF: DIIS                            :      2.350u      0.133s      0.435w     24 calls
HF: Form C                          :      1.100u      0.000s      0.152w     24 calls
Libint2ERI::Libint2ERI              :      0.767u      0.000s      0.162w      3 calls
trans_ints                          :     78.300u      8.183s     31.130w      1 calls
| Trans (OV|OV)                     :     77.500u      8.000s     30.979w      1 calls
| Sort chem -> phys                 :      0.417u      0.117s      0.080w      1 calls
| | Sort (OV|OV) -> <OO|VV>         :      0.417u      0.117s      0.080w      1 calls
| Trans OEI                         :      0.000u      0.000s      0.001w      1 calls
| Build Denominators                :      0.333u      0.067s      0.062w      1 calls
T2(1)                               :      1.717u      0.850s      0.600w      1 calls
MP2 Energy                          :      0.867u      0.183s      0.163w      1 calls

**************************************************************************************

Host: asax027.asc.edu

Timers On : Wed Dec  4 15:42:13 2024
Timers Off: Wed Dec  4 15:42:18 2024

Wall Time:        4.77 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :      0.417u      0.017s      0.253w      2 calls
Libint2ERI::Libint2ERI              :      0.100u      0.017s      0.035w      7 calls
HF: Form core H                     :      0.000u      0.000s      0.020w      2 calls
HF: Form S/X                        :      0.000u      0.017s      0.002w      2 calls
HF: Guess                           :      0.417u      0.017s      0.065w      2 calls
SAD Guess                           :      0.400u      0.017s      0.063w      2 calls
HF: Form G                          :      0.217u      0.000s      0.026w     22 calls
JK: D                               :      0.000u      0.000s      0.000w     22 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     22 calls
JK: JK                              :      0.217u      0.000s      0.025w     22 calls
PK computes JK                      :      0.217u      0.000s      0.025w     22 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     22 calls
HF: Form F                          :      0.000u      0.000s      0.000w     22 calls
HF: Form D                          :      0.000u      0.000s      0.000w     22 calls
HF: DIIS                            :      1.800u      0.083s      0.330w     20 calls
HF: Form C                          :      0.083u      0.000s      0.013w     20 calls
trans_ints                          :      1.117u      0.050s      0.198w      1 calls
Trans (OV|OV)                       :      1.083u      0.050s      0.191w      1 calls
Sort chem -> phys                   :      0.000u      0.000s      0.000w      1 calls
Sort (OV|OV) -> <OO|VV>             :      0.000u      0.000s      0.000w      1 calls
Trans OEI                           :      0.000u      0.000s      0.000w      1 calls
Build Denominators                  :      0.000u      0.000s      0.000w      1 calls
T2(1)                               :      0.083u      0.017s      0.016w      1 calls
MP2 Energy                          :      0.067u      0.000s      0.014w      1 calls

--------------------------------------------------------------------------------------
Total PK formation time             :      0.417u      0.017s      0.253w      2 calls
| Libint2ERI::Libint2ERI            :      0.033u      0.017s      0.022w      4 calls
HF: Form core H                     :      0.000u      0.000s      0.020w      2 calls
HF: Form S/X                        :      0.000u      0.017s      0.002w      2 calls
HF: Guess                           :      0.417u      0.017s      0.065w      2 calls
| SAD Guess                         :      0.400u      0.017s      0.063w      2 calls
HF: Form G                          :      0.217u      0.000s      0.026w     22 calls
| JK: D                             :      0.000u      0.000s      0.000w     22 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     22 calls
| JK: JK                            :      0.217u      0.000s      0.025w     22 calls
| | PK computes JK                  :      0.217u      0.000s      0.025w     22 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     22 calls
HF: Form F                          :      0.000u      0.000s      0.000w     22 calls
HF: Form D                          :      0.000u      0.000s      0.000w     22 calls
HF: DIIS                            :      1.800u      0.083s      0.330w     20 calls
HF: Form C                          :      0.083u      0.000s      0.013w     20 calls
Libint2ERI::Libint2ERI              :      0.067u      0.000s      0.014w      3 calls
trans_ints                          :      1.117u      0.050s      0.198w      1 calls
| Trans (OV|OV)                     :      1.083u      0.050s      0.191w      1 calls
| Sort chem -> phys                 :      0.000u      0.000s      0.000w      1 calls
| | Sort (OV|OV) -> <OO|VV>         :      0.000u      0.000s      0.000w      1 calls
| Trans OEI                         :      0.000u      0.000s      0.000w      1 calls
| Build Denominators                :      0.000u      0.000s      0.000w      1 calls
T2(1)                               :      0.083u      0.017s      0.016w      1 calls
MP2 Energy                          :      0.067u      0.000s      0.014w      1 calls

**************************************************************************************

Host: asax026.asc.edu

Timers On : Wed Dec  4 15:11:47 2024
Timers Off: Wed Dec  4 15:47:07 2024

Wall Time:     2120.22 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :    166.467u      2.200s    101.770w      2 calls
Libint2ERI::Libint2ERI              :      1.000u      0.250s      0.724w      7 calls
HF: Form core H                     :      0.083u      0.083s      0.134w      2 calls
HF: Form S/X                        :      0.133u      0.167s      0.162w      2 calls
HF: Guess                           :      0.183u      0.233s      0.254w      2 calls
SAD Guess                           :      0.183u      0.233s      0.248w      2 calls
HF: Form G                          :     17.700u      4.150s     13.195w     20 calls
JK: D                               :      0.000u      0.000s      0.007w     20 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     20 calls
JK: JK                              :     17.433u      3.333s     12.540w     20 calls
PK computes JK                      :     17.433u      3.333s     12.539w     20 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     20 calls
HF: Form F                          :      0.017u      0.033s      0.051w     20 calls
HF: Form D                          :      0.017u      0.000s      0.008w     20 calls
HF: DIIS                            :      0.917u      0.767s      0.983w     18 calls
HF: Form C                          :      0.650u      0.367s      0.615w     18 calls
trans_ints                          :    126.867u     22.750s     90.292w      1 calls
Trans (OV|OV)                       :    126.650u     22.250s     89.857w      1 calls
Sort chem -> phys                   :      0.050u      0.183s      0.140w      1 calls
Sort (OV|OV) -> <OO|VV>             :      0.050u      0.183s      0.140w      1 calls
Trans OEI                           :      0.017u      0.050s      0.035w      1 calls
Build Denominators                  :      0.150u      0.267s      0.251w      1 calls
T2(1)                               :      0.483u      1.833s      1.406w      1 calls
MP2 Energy                          :      0.150u      0.300s      0.288w      1 calls

--------------------------------------------------------------------------------------
Total PK formation time             :    166.467u      2.200s    101.770w      2 calls
| Libint2ERI::Libint2ERI            :      0.517u      0.033s      0.321w      4 calls
